,install_time,event_time,appsflyer_id,media_source,campaign,platform,event_name,event_revenue,event_revenue_usd
5501,2020-04-02 13:50:56,2020-06-14 11:58:23,1585835455251-7207492301644402835,googleadwords_int,Android tier1 actions first_buy,android,af_purchase,9.49,11.904732
5502,2020-05-29 14:28:38,2020-06-14 12:00:27,1590753106286-1292086,Facebook Ads,DOZ_iOS_lkl-1_purch_val-based_ad-set-opt_value-opt_all-in-1,ios,af_purchase,3.49,3.928136
5503,2020-06-14 10:32:57,2020-06-14 12:01:28,1592128228216-3862075,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_campaign-opt_purch-opt,ios,af_purchase,130,4.385477
5504,2020-06-10 00:32:06,2020-06-14 12:04:28,1591749239164-6851299056075883298,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_campaign-opt_purch-opt,android,af_purchase,27.99,5.543343
5505,2020-06-09 06:01:58,2020-06-14 12:09:10,1591682519441-7239876486461386466,googleadwords_int,Android WW roas,android,af_purchase,3.49,4.378031
5506,2020-06-10 00:32:06,2020-06-14 12:13:08,1591749239164-6851299056075883298,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_campaign-opt_purch-opt,android,af_purchase,21.99,4.355059
5507,2020-06-08 15:41:25,2020-06-14 12:13:20,1591630884896-5524519224631356896,googleadwords_int,Android WW roas,android,af_purchase,5.99,6.741988
5508,2020-04-05 10:33:43,2020-06-14 12:15:35,1586082202150-6435021,googleadwords_int,iOS IT en actions first_buy,ios,af_purchase,2.29,2.577488
5509,2020-06-10 00:32:06,2020-06-14 12:16:14,1591749239164-6851299056075883298,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_campaign-opt_purch-opt,android,af_purchase,11.99,2.374587
5510,2020-06-09 06:01:58,2020-06-14 12:17:12,1591682519441-7239876486461386466,googleadwords_int,Android WW roas,android,af_purchase,1.79,2.245466
5511,2020-06-10 00:32:06,2020-06-14 12:19:16,1591749239164-6851299056075883298,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_campaign-opt_purch-opt,android,af_purchase,37.99,7.523815
5512,2020-04-05 05:57:05,2020-06-14 12:19:23,1586065328087-1476174,googleadwords_int,iOS KR all-lang actions first_buy,ios,af_purchase,4900,4.070545
5513,2020-06-10 13:48:21,2020-06-14 12:19:41,1591796900899-7783970136965191010,Facebook Ads,doz_ak_andr_WW_lkl_1%_m_18-40_purch_10$,android,af_purchase,129,1.849682
5514,2020-06-10 13:48:21,2020-06-14 12:21:17,1591796900899-7783970136965191010,Facebook Ads,doz_ak_andr_WW_lkl_1%_m_18-40_purch_10$,android,af_purchase,239,3.426931
5515,2020-06-09 19:24:06,2020-06-14 12:22:25,1591728743598-2485393,Facebook Ads,DOZ_iOS_lkl-1_purch_val-based_ad-set-opt_value-opt_all-in-1,ios,af_purchase,250,2.328538
5516,2020-06-09 06:01:58,2020-06-14 12:23:12,1591682519441-7239876486461386466,googleadwords_int,Android WW roas,android,af_purchase,1.89,2.370911
5517,2020-06-11 11:14:34,2020-06-14 12:26:14,1591874072289-7268609494629129744,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_ad-set-opt_value-opt_all-in-1,android,af_purchase,79,2.549903
5518,2020-06-13 16:04:40,2020-06-14 12:27:05,1591205782951-2726644,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_all-OS_ad-set-opt_purch-opt_all-in-1,ios,af_purchase,130,4.385477
5519,2020-03-14 10:36:50,2020-06-14 12:30:10,1584182209916-922504076543309202,restricted,,android,af_purchase,1.59,1.789609
5520,2020-03-14 10:36:50,2020-06-14 12:40:13,1584182209916-922504076543309202,restricted,,android,af_purchase,7.49,8.430299
5521,2020-06-14 11:56:11,2020-06-14 12:40:30,1592135771131-1067604965848257678,Facebook Ads,DOZ_Andr_lkl-1_purch_180d_Andr_ad-set-opt_value-opt_all-in-1,android,af_purchase,0.99,1.241906
5522,2020-06-14 09:32:52,2020-06-14 12:44:32,1592127169514-7914657748832621809,restricted,,android,af_purchase,3.79,3.79
5523,2020-05-24 00:47:41,2020-06-14 12:52:07,1590281259352-6332471438257382452,Facebook Ads,doz_ak_andr_Tier-1_lkl_1%_m_18-40_purch_10$,android,af_purchase,5.49,5.49
5524,2020-05-24 00:47:41,2020-06-14 12:52:08,1590281259352-6332471438257382452,Facebook Ads,doz_ak_andr_Tier-1_lkl_1%_m_18-40_purch_10$,android,af_purchase,0.99,0.99
5525,2020-01-29 05:10:08,2020-06-05 10:52:10,1580215609964-4455781,googleadwords_int,iOS WW actions first_buy,ios,af_purchase,379,5.514693
5526,2020-04-14 15:55:09,2020-06-05 10:52:14,1586879708926-2145873545840245689,Facebook Ads,doz_ak_andr_Tier-1_lkl_1%_m_18-40_purch_10$,android,af_purchase,10.99,13.883099
5527,2020-06-01 12:42:25,2020-06-05 11:00:19,1591015340528-5975746431286292333,Facebook Ads,doz_ak_andr_WW_lkl_1%_m_18-40_purch_10$,android,af_purchase,89,1.292726
5528,2020-06-04 01:21:04,2020-06-05 11:04:21,1591183116726-0333918,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_all-OS_ad-set-opt_value-opt_all-in-1,ios,af_purchase,2.99,2.99
5529,2020-05-24 09:44:25,2020-06-05 11:07:30,1590265913497-6635329,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_all-OS_campaign-opt_purch-opt,ios,af_purchase,6.99,8.825312
5530,2020-06-04 08:49:52,2020-06-05 11:11:18,1591258920482-6127413,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_all-OS_campaign-opt_purch-opt,ios,af_purchase,7.9,1.851418
5531,2020-06-04 22:08:12,2020-06-05 11:12:23,1591271420527-4946635,unityads_int,DOZ_US_UA_ios_phone_whitelist,ios,af_purchase,3.99,3.99
5532,2020-06-04 19:24:29,2020-06-05 11:15:29,1591293317844-4842027,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_campaign-opt_purch-opt,ios,af_purchase,14.9,2.910782
5533,2020-05-23 18:48:52,2020-06-05 11:16:18,1590259620114-4233215,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,250,2.288013
5534,2020-05-23 18:48:52,2020-06-05 11:16:19,1590259620114-4233215,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,250,2.288013
5535,2020-06-04 22:08:12,2020-06-05 11:17:23,1591271420527-4946635,unityads_int,DOZ_US_UA_ios_phone_whitelist,ios,af_purchase,2.99,2.99
5536,2020-05-13 15:18:15,2020-06-05 11:17:32,1589383092993-1089851868825137924,Facebook Ads,doz_ak_andr_Tier-1_lkl_1%_m_18-40_purch_10$,android,af_purchase,5.49,6.219575
5537,2020-05-30 11:59:51,2020-06-05 11:17:34,1590759919781-0990647,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_all-OS_campaign-opt_purch-opt,ios,af_purchase,2.29,2.592281
5538,2020-05-30 00:08:16,2020-06-05 11:18:07,1590797289827-4217067264925623554,Facebook Ads,DOZ_Andr_lkl-1_purch_180d_all-OS_campaign-opt_purch-opt,android,af_purchase,110,3.691461
5539,2020-06-02 18:36:14,2020-06-05 11:18:15,1591102680046-2282634,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_campaign-opt_purch-opt,ios,af_purchase,229,3.328472
5540,2020-06-05 11:17:15,2020-06-05 11:21:07,1591280338567-1291458,Facebook Ads,DOZ_iOS_lkl-1_purch_val-based_ad-set-opt_value-opt_all-in-1,ios,af_purchase,3.99,3.99
5541,2020-06-01 14:24:34,2020-06-05 11:22:17,1590926543217-2166562,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_ad-set-opt_purch-opt,ios,af_purchase,860,7.870764
5542,2020-06-01 14:24:34,2020-06-05 11:23:16,1590926543217-2166562,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_ad-set-opt_purch-opt,ios,af_purchase,860,7.870764
5543,2020-06-01 14:24:34,2020-06-05 11:24:15,1590926543217-2166562,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_ad-set-opt_purch-opt,ios,af_purchase,860,7.871421
5544,2020-05-23 18:48:52,2020-06-05 11:26:20,1590259620114-4233215,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,610,5.583217
5545,2020-05-23 18:48:52,2020-06-05 11:26:21,1590259620114-4233215,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,250,2.288204
5546,2020-06-05 05:09:02,2020-06-05 11:26:36,1591333924051-7473396008624928667,Facebook Ads,DOZ_Andr_lkl-1_purch_180d_all-OS_campaign-opt_purch-opt,android,af_purchase,2.59,1.681199
5547,2020-05-29 14:20:50,2020-06-05 11:26:53,1590761932227-7866065,Facebook Ads,DOZ_iOS_lkl-1_purch_val-based_campaign-opt_purch-opt,ios,af_purchase,3.99,3.99
5548,2020-06-04 08:13:38,2020-06-05 11:31:13,1591257282229-4727130,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,3.49,3.49
5549,2020-06-04 08:13:38,2020-06-05 11:35:35,1591257282229-4727130,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,3.49,3.49
5550,2020-05-28 20:48:55,2020-06-05 11:40:25,1590677635402-7711344,Facebook Ads,DOZ_iOS_lkl-1_purch_val-based_campaign-opt_purch-opt,ios,af_purchase,2.29,2.592281
5551,2020-02-29 10:40:46,2020-06-05 11:44:36,1582923691043-6965307,googleadwords_int,iOS WW actions first_buy -county,ios,af_purchase,699,10.152985
5552,2020-05-27 02:41:18,2020-06-05 11:46:31,1590547276105-4638215868686854878,Facebook Ads,DOZ_Andr_lkl-1_purch_180d_all-OS_campaign-opt_purch-opt,android,af_purchase,590,1.487317
5553,2020-05-15 03:34:20,2020-06-05 11:49:20,1589507091578-1213793,unityads_int,DOZ_US_UA_ios_tablet_whitelist,ios,af_purchase,15.99,15.99
5554,2020-02-29 10:40:46,2020-06-05 11:56:43,1582923691043-6965307,googleadwords_int,iOS WW actions first_buy -county,ios,af_purchase,849,12.340057
5555,2020-06-05 11:55:39,2020-06-05 12:11:18,1591358134931-4635570748714160881,restricted,,android,af_purchase,55000,3.92087
5556,2020-04-18 00:15:30,2020-06-05 12:12:08,1587168957350-1406108600282867365,restricted,,android,af_purchase,48.99,9.570976
5557,2020-06-05 02:24:25,2020-06-05 12:13:12,1591323918759-8902700019086843435,Facebook Ads,DOZ_Andr_lkl-1_purch_180d_all-OS_ad-set-opt_purch-opt_all-in-1,android,af_purchase,199,2.89302
5558,2020-05-26 14:51:37,2020-06-05 12:15:11,1590503764848-4566844,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_ad-set-opt_purch-opt,ios,af_purchase,5.99,5.99
5559,2020-05-23 17:58:55,2020-06-05 12:16:15,1590241023297-7185009,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_campaign-opt_purch-opt,ios,af_purchase,459,6.672845
5560,2020-04-18 00:15:30,2020-06-05 12:16:17,1587168957350-1406108600282867365,restricted,,android,af_purchase,44.99,8.789513
5561,2020-05-28 15:05:40,2020-06-07 02:35:20,1590329781309-5159341,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_all-OS_ad-set-opt_purch-opt_all-in-1,ios,af_purchase,14.99,14.99
5562,2020-05-26 16:54:21,2020-06-07 02:36:24,1590488190726-9586950,Facebook Ads,DOZ_iOS_lkl-1_purch_val-based_ad-set-opt_purch-opt,ios,af_purchase,149,2.1755
5563,2020-03-30 04:33:49,2020-06-07 02:39:08,1585542739810-7883330,googleadwords_int,iOS US actions first_buy new,ios,af_purchase,8.99,8.99
5564,2020-06-07 02:04:55,2020-06-07 02:39:35,1591495491234-2624545458252928488,Facebook Ads,DOZ_Andr_lkl-1_purch_180d_all-OS_ad-set-opt_purch-opt_all-in-1,android,af_purchase,3.79,3.79
5565,2020-06-04 21:56:51,2020-06-07 02:41:30,1591304790072-7097272,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_campaign-opt_purch-opt,ios,af_purchase,9.9,2.884405
5566,2020-05-31 22:48:54,2020-06-07 02:43:22,1590962561862-4232204,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,44.99,44.99
5567,2020-06-07 00:18:44,2020-06-07 02:43:28,1591489121870-814401243281000559,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_campaign-opt_purch-opt,android,af_purchase,299,4.365601
5568,2020-05-29 22:42:14,2020-06-07 02:46:08,1590792130795-4221971000243231131,Facebook Ads,DOZ_Andr_lkl-1_purch_180d_all-OS_campaign-opt_purch-opt,android,af_purchase,1.69,1.69
5569,2020-04-17 04:04:20,2020-06-07 02:47:32,1587094428552-9796690,Facebook Ads,doz_ak_US_lkl-1%_m_18-40_purch_10$,ios,af_purchase,14.99,14.99
5570,2020-06-07 00:18:44,2020-06-07 02:48:10,1591489121870-814401243281000559,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_campaign-opt_purch-opt,android,af_purchase,799,11.665937
5571,2020-03-01 07:19:47,2020-06-07 02:50:11,1582982540539-6385985,googleadwords_int,iOS WW actions first_buy -county,ios,af_purchase,19.99,19.99
5572,2020-05-31 22:48:54,2020-06-07 02:50:49,1590962561862-4232204,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,5.99,5.99
5573,2020-06-07 02:09:07,2020-06-07 02:52:15,1591495746442-4130895138135801205,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_campaign-opt_purch-opt,android,af_purchase,2800,3.652372
5574,2020-05-31 22:48:54,2020-06-07 02:52:21,1590962561862-4232204,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,34.99,34.99
5575,2020-05-31 22:48:54,2020-06-07 02:53:21,1590962561862-4232204,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,34.99,34.99
5576,2020-06-06 13:33:07,2020-06-07 02:56:28,1591450386614-8028128453114992681,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_ad-set-opt_value-opt_all-in-1,android,af_purchase,155,16.879457
5577,2020-04-18 00:15:30,2020-06-07 02:57:05,1587168957350-1406108600282867365,restricted,,android,af_purchase,8.49,1.709822
5578,2020-05-26 16:54:21,2020-06-07 03:00:27,1590488190726-9586950,Facebook Ads,DOZ_iOS_lkl-1_purch_val-based_ad-set-opt_purch-opt,ios,af_purchase,149,2.1755
5579,2020-06-06 02:57:09,2020-06-07 03:00:42,1591412224492-3297400132167908110,googleadwords_int,Android WW roas,android,af_purchase,55000,3.925263
5580,2020-05-27 02:59:21,2020-06-07 03:01:31,1590548357876-1457050788033356356,Facebook Ads,DOZ_Andr_lkl-1_purch_180d_all-OS_ad-set-opt_purch-opt,android,af_purchase,1.69,1.69
5581,2020-04-04 08:55:54,2020-06-07 03:02:26,1585751889301-8447080,googleadwords_int,iOS WW actions first_buy -county,ios,af_purchase,1100,10.037412
5582,2020-05-30 03:43:26,2020-06-07 03:06:32,1590810030430-4704429,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_all-OS_ad-set-opt_purch-opt_all-in-1,ios,af_purchase,179,5.683534
5583,2020-05-25 17:30:40,2020-06-07 03:18:10,1590427627384-7570047,unityads_int,DOZ_US_UA_ios_tablet_whitelist,ios,af_purchase,5.99,5.99
5584,2020-06-06 02:07:44,2020-06-07 03:20:13,1591409260220-558687414898586880,unityads_int,DOZ_US_UA_andr_whitelist,android,af_purchase,2.49,2.49
5585,2020-06-07 02:55:45,2020-06-07 03:20:30,1591498543838-1354430304720066419,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_ad-set-opt_purch-opt_all-in-1,android,af_purchase,130,4.372908
5586,2020-05-18 04:24:26,2020-06-07 03:21:24,1589775730259-2921901,unityads_int,DOZ_US_UA_ios_tablet_whitelist,ios,af_purchase,12.99,12.99
5587,2020-06-07 03:20:39,2020-06-07 03:34:04,1591500037265-2873330928098698384,Facebook Ads,DOZ_Andr_lkl-1_purch_180d_all-OS_ad-set-opt_purch-opt_all-in-1,android,af_purchase,13.99,9.748511
5588,2020-06-07 01:25:10,2020-06-07 03:35:23,1591492667977-5343044,Facebook Ads,DOZ_iOS_lkl-1_purch_val-based_campaign-opt_purch-opt,ios,af_purchase,89000,3.826311
5589,2020-02-29 16:49:50,2020-06-07 03:40:16,1582994770515-3738148007236864238,googleadwords_int,DOZ_Android_UAC_Action_first_buy_WW -country,android,af_purchase,12.99,9.678357
5590,2020-06-04 01:03:54,2020-06-07 03:49:33,1591230740338-3347334,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_campaign-opt_purch-opt,ios,af_purchase,459,6.701708
5591,2020-03-30 04:33:49,2020-06-07 03:51:13,1585542739810-7883330,googleadwords_int,iOS US actions first_buy new,ios,af_purchase,13.99,13.99
5592,2020-05-31 03:42:46,2020-06-07 03:53:22,1590896409449-0261847,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_all-OS_ad-set-opt_purch-opt_all-in-1,ios,af_purchase,4280,39.054657
5593,2020-04-21 21:18:51,2020-06-07 03:53:27,1587493719738-2529760,Facebook Ads,doz_ak_US_lkl-1%_m_18-40_purch_10$,ios,af_purchase,1.99,1.99
5594,2020-06-02 02:04:49,2020-06-07 04:01:18,1591063488426-8520354339277006594,Facebook Ads,doz_ak_andr_Tier-1_lkl_1%_m_18-40_purch_10$,android,af_purchase,2.59,2.924498
5595,2020-06-06 20:41:02,2020-06-07 04:06:09,1591476059686-7380608197209181630,Facebook Ads,DOZ_Andr_lkl-1_purch_180d_Andr_ad-set-opt_value-opt_all-in-1,android,af_purchase,3.95,3.95
5596,2020-05-31 08:35:55,2020-06-07 04:07:08,1590913794576-5495279,Facebook Ads,DOZ_iOS_lkl-1_purch_val-based_ad-set-opt_value-opt_all-in-1,ios,af_purchase,529,7.723755
5597,2020-05-19 03:00:58,2020-06-07 04:08:15,1589857183865-6108425,unityads_int,DOZ_US_UA_ios_tablet_whitelist,ios,af_purchase,29.99,29.99
5598,2020-06-06 11:25:18,2020-06-07 04:17:20,1591438112429-8409974,Facebook Ads,DOZ_iOS_lkl-1_purch_val-based_campaign-opt_purch-opt,ios,af_purchase,5.99,4.173951
5599,2020-04-02 19:27:40,2020-06-07 04:19:16,1585855520286-5249425,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,19.99,19.99
5600,2020-06-06 01:37:30,2020-06-07 04:23:07,1591397355142-8496495,Facebook Ads,doz_ak_US_lkl-1%_m_18-40_purch_10$,ios,af_purchase,3.99,3.99
5601,2020-03-16 23:48:03,2020-06-07 04:31:06,1584399351748-1566950,googleadwords_int,iOS US actions first_buy new,ios,af_purchase,34.99,34.99
5602,2020-05-20 23:59:37,2020-06-01 19:15:19,1590018191515-8001814,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,1090,15.730078
5603,2020-05-05 08:03:56,2020-06-01 19:15:32,1588661266582-4720635,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,2.99,3.731371
5604,2020-05-25 16:02:35,2020-06-01 19:15:42,1590422550177-7385863218308939982,googleadwords_int,Android WW purchase,android,af_purchase,86,1.706857
5605,2020-05-28 14:32:11,2020-06-01 19:16:20,1590676328257-4286212645280283201,Facebook Ads,doz_ak_andr_WW_lkl_1%_m_18-40_purch_10$,android,af_purchase,48,2.175606
5606,2020-06-01 08:44:53,2020-06-01 19:22:26,1591001088671-5430852628811186665,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_ad-set-opt_purch-opt,android,af_purchase,8.49,10.595098
5607,2020-05-31 09:51:59,2020-06-01 19:23:06,1590917028487-0442841,Facebook Ads,DOZ_iOS_lkl-1_purch_val-based_campaign-opt_purch-opt,ios,af_purchase,3.49,3.882199
5608,2020-05-29 12:31:08,2020-06-01 19:23:17,1590755467972-7883085635862033596,Facebook Ads,doz_ak_andr_Tier-1_lkl_1%_m_18-40_purch_10$,android,af_purchase,2.29,2.861563
5609,2020-04-14 15:55:09,2020-06-01 19:23:33,1586879708926-2145873545840245689,Facebook Ads,doz_ak_andr_Tier-1_lkl_1%_m_18-40_purch_10$,android,af_purchase,1.39,1.734651
5610,2020-04-04 14:16:50,2020-06-01 19:24:15,1586008118697-3241266,googleadwords_int,iOS IT all-lang actions first_buy,ios,af_purchase,18.99,21.124058
5611,2020-05-31 09:51:59,2020-06-01 19:28:07,1590917028487-0442841,Facebook Ads,DOZ_iOS_lkl-1_purch_val-based_campaign-opt_purch-opt,ios,af_purchase,3.49,3.882199
5612,2020-05-12 21:13:26,2020-06-01 19:31:16,1589316704382-1625468,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,2.99,3.731371
5613,2020-04-02 19:27:40,2020-06-01 19:33:16,1585855520286-5249425,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,24.99,24.99
5614,2020-05-27 19:52:05,2020-06-01 19:33:32,1590608299393-0243947,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_campaign-opt_purch-opt,ios,af_purchase,1.99,2.483421
5615,2020-01-30 14:37:31,2020-06-01 19:36:05,1580371485341-9474135,googleadwords_int,iOS WW actions first_buy -county,ios,af_purchase,12.99,12.99
5616,2020-05-30 15:14:24,2020-06-01 19:37:32,1590851222546-0156264,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_ad-set-opt_purch-opt,ios,af_purchase,6.99,6.99
5617,2020-01-30 14:37:31,2020-06-01 19:38:09,1580371485341-9474135,googleadwords_int,iOS WW actions first_buy -county,ios,af_purchase,1.99,1.99
5618,2020-01-30 14:37:31,2020-06-01 19:39:08,1580371485341-9474135,googleadwords_int,iOS WW actions first_buy -county,ios,af_purchase,1.99,1.99
5619,2020-05-30 02:14:22,2020-06-01 19:45:11,1590802373952-1898624,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_all-OS_ad-set-opt_purch-opt,ios,af_purchase,48,6.19255
5620,2020-05-24 16:02:59,2020-06-01 19:49:29,1590335640951-9666764,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_all-OS_campaign-opt_purch-opt,ios,af_purchase,54.99,14.648878
5621,2020-05-30 15:14:24,2020-06-01 19:55:14,1590851222546-0156264,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_ad-set-opt_purch-opt,ios,af_purchase,14.99,14.99
5622,2020-06-01 19:46:40,2020-06-01 19:57:32,1591021118960-7561756,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_campaign-opt_purch-opt,ios,af_purchase,459,6.62395
5623,2020-06-01 19:46:40,2020-06-01 19:57:32,1591021118960-7561756,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_campaign-opt_purch-opt,ios,af_purchase,229,3.304759
5624,2020-05-14 00:47:48,2020-06-01 19:58:17,1589417154994-3553961,unityads_int,DOZ_US_UA_ios_phone_whitelist,ios,af_purchase,5.99,5.99
5625,2020-05-14 00:47:48,2020-06-01 20:00:15,1589417154994-3553961,unityads_int,DOZ_US_UA_ios_phone_whitelist,ios,af_purchase,6.99,6.99
5626,2020-05-20 11:49:15,2020-06-01 20:01:29,1589974959122-9005238,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,529,7.642267
5627,2020-05-21 22:39:37,2020-06-01 20:02:15,1590097015829-1514303,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_campaign-opt_purch-opt,ios,af_purchase,5.99,5.99
5628,2020-05-21 22:39:37,2020-06-01 20:02:16,1590097015829-1514303,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_campaign-opt_purch-opt,ios,af_purchase,10.99,10.99
5629,2020-05-20 11:49:15,2020-06-01 20:02:29,1589974959122-9005238,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,529,7.642267
5630,2020-05-21 22:39:37,2020-06-01 20:04:15,1590097015829-1514303,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_campaign-opt_purch-opt,ios,af_purchase,41.99,41.99
5631,2020-05-21 22:39:37,2020-06-01 20:05:15,1590097015829-1514303,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_campaign-opt_purch-opt,ios,af_purchase,49.99,49.99
5632,2020-05-21 22:39:37,2020-06-01 20:07:20,1590097015829-1514303,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_campaign-opt_purch-opt,ios,af_purchase,5.99,5.99
5633,2020-05-21 22:39:37,2020-06-01 20:08:24,1590097015829-1514303,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_campaign-opt_purch-opt,ios,af_purchase,41.99,41.99
5634,2020-05-25 17:48:45,2020-06-01 20:08:33,1590428921557-6955034071865525836,Facebook Ads,DOZ_Andr_lkl-1_purch_180d_Andr_campaign-opt_purch-opt,android,af_purchase,52.99,3.047772
5635,2020-05-31 14:40:13,2020-06-01 20:11:06,1590862308745-5620429,Facebook Ads,DOZ_iOS_lkl-1_purch_val-based_ad-set-opt_purch-opt_all-in-1,ios,af_purchase,3.99,3.99
5636,2020-05-29 19:35:35,2020-06-01 20:12:23,1590780926292-4102370123657661427,Facebook Ads,DOZ_Andr_lkl-1_purch_180d_Andr_ad-set-opt_purch-opt_all-in-1,android,af_purchase,1.69,1.69
5637,2020-06-01 17:08:47,2020-06-01 20:12:33,1591031081386-0239144,Facebook Ads,DOZ_iOS_lkl-1_purch_val-based_campaign-opt_purch-opt,ios,af_purchase,4.49,4.999159
5638,2020-05-22 19:26:27,2020-06-01 20:14:20,1590175586393-1202970260556200521,restricted,,android,af_purchase,11.89,11.89
5639,2020-06-01 04:39:48,2020-06-01 20:16:30,1590986387378-1783627765691278071,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_campaign-opt_purch-opt,android,af_purchase,179,2.585947
5640,2020-05-14 23:27:55,2020-06-01 20:16:33,1589498873514-3665905826276178829,unityads_int,DOZ_US_UA_andr_whitelist,android,af_purchase,1.49,1.49
5641,2020-05-20 11:49:15,2020-06-01 20:16:57,1589974959122-9005238,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,529,7.642267
5642,2020-05-20 11:49:15,2020-06-01 20:17:29,1589974959122-9005238,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,529,7.642267
5643,2020-05-20 11:49:15,2020-06-01 20:18:18,1589974959122-9005238,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,529,7.642267
5644,2020-05-27 17:02:53,2020-06-01 20:20:30,1590598970336-580888112326207964,googleadwords_int,Android WW purchase,android,af_purchase,1.49,1.49
5645,2020-05-27 17:02:53,2020-06-01 20:22:27,1590598970336-580888112326207964,googleadwords_int,Android WW purchase,android,af_purchase,1.49,1.49
5646,2020-05-31 14:16:03,2020-06-01 20:26:17,1590934541535-6827909200761491389,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_ad-set-opt_purch-opt_all-in-1,android,af_purchase,1700,2.142677
5647,2020-05-31 14:16:03,2020-06-01 20:27:13,1590934541535-6827909200761491389,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_ad-set-opt_purch-opt_all-in-1,android,af_purchase,12300,15.502899
5648,2020-05-24 23:27:58,2020-06-01 20:29:11,1590362821313-4740543944997089546,Facebook Ads,DOZ_Andr_lkl-1_purch_180d_all-OS_ad-set-opt_purch-opt_all-in-1,android,af_purchase,14.99,2.787541
